AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time S,Latitude,Longitude,Status
93.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,16.5,42.5,10.0,1013.0,42.0,93.0,30.5,1.0,2021-02-18 13:00:00,10.782978,106.700711,Moderate
154.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,12.0,53.0,4.6,1023.5,42.0,154.0,22.0,2.3,2021-02-18 13:00:00,21.0215063,105.8188748,Unhealthy
33.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,1.0,11.1,45.7,1.0,929.8,27.0,33.0,23.5,8.0,2021-02-18 13:00:00,13.998599,107.996482,Good
64.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm10,1.0,18.5,67.0,10.0,1021.5,64.0,39.0,25.0,7.4,2021-02-18 14:00:00,16.46226,107.596351,Moderate
112.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,7.0,13.0,60.0,31.0,1024.5,77.0,112.0,21.0,2.8,2021-02-18 12:00:00,21.04975,105.74187,Unhealthy for sensitive groups
83.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,3.0,12.0,53.0,8.0,1024.0,51.0,83.0,22.0,2.0,2021-02-18 13:00:00,21.1137452,105.9268934,Moderate
192.0,"Lào Cai/KCN TALOONG1, Vietnam",pm25,32.0,15.4,78.6,2.0,1012.8,87.0,192.0,19.2,2.0,2021-02-18 14:00:00,22.3221386,104.1214227,Unhealthy
24.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,17.6,63.1,10.0,1009.8,19.0,24.0,25.1,3.0,2021-02-18 13:00:00,20.9416,107.1158,Good
5.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,5.0,18.1,78.6,4.0,1011.9,4.0,5.0,22.0,1.0,2021-02-18 12:00:00,21.0357507,106.7641068,Good
101.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,5.0,12.0,53.0,14.0,1024.0,56.0,101.0,22.0,2.0,2021-02-18 13:00:00,21.1232473,106.2883295,Unhealthy for sensitive groups
116.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,38.0,13.0,60.0,30.0,1024.5,79.0,116.0,21.0,2.8,2021-02-18 12:00:00,21.03982,105.84726,Unhealthy for sensitive groups
95.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,9.0,12.0,53.0,12.0,1024.0,51.0,95.0,22.0,2.0,2021-02-18 12:00:00,20.98832,105.854897,Moderate
98.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,5.0,12.0,53.0,22.0,1023.5,62.0,98.0,22.0,2.3,2021-02-18 13:00:00,21.01994,105.77056,Moderate
101.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,5.0,12.0,53.0,14.0,1023.5,59.0,101.0,22.0,2.3,2021-02-18 13:00:00,21.01525,105.80013,Unhealthy for sensitive groups
114.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,13.0,13.0,60.0,20.0,1024.5,77.0,114.0,21.0,2.8,2021-02-18 12:00:00,21.02022,105.81232,Unhealthy for sensitive groups
84.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,6.0,12.0,53.0,8.0,1023.5,51.0,84.0,22.0,2.3,2021-02-18 13:00:00,21.00577,105.74842,Moderate
124.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,20.0,12.0,53.0,23.0,1023.5,86.0,124.0,22.0,2.3,2021-02-18 13:00:00,21.05121,105.78232,Unhealthy for sensitive groups
105.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,7.0,12.0,53.0,10.0,1023.5,57.0,105.0,22.0,2.3,2021-02-18 13:00:00,21.0072,105.83572,Unhealthy for sensitive groups
81.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,14.7,94.4,10.0,995.8,81.0,78.0,15.6,1.0,2021-02-18 09:00:00,22.6782,106.245,Moderate
80.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,19.5,65.0,10.0,1012.0,42.0,80.0,26.5,3.3,2021-02-20 20:00:00,10.782978,106.700711,Moderate
165.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,13.0,53.0,5.1,1017.0,42.0,165.0,23.0,4.1,2021-02-20 20:00:00,21.0215063,105.8188748,Unhealthy
27.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,1.0,12.4,64.7,2.0,929.7,21.0,27.0,19.2,2.0,2021-02-19 16:00:00,13.998599,107.996482,Good
70.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm10,2.0,17.0,77.0,10.0,1019.0,70.0,41.0,21.0,2.5,2021-02-20 20:00:00,16.46226,107.596351,Moderate
116.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,16.0,11.5,46.5,73.0,1016.5,61.0,116.0,23.5,2.3,2021-02-20 19:00:00,21.04975,105.74187,Unhealthy for sensitive groups
121.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,3.0,13.0,53.0,8.0,1017.0,66.0,121.0,23.0,2.5,2021-02-20 20:00:00,21.1137452,105.9268934,Unhealthy for sensitive groups
167.0,"Lào Cai/KCN TALOONG1, Vietnam",pm25,30.0,15.8,67.9,6.0,1005.0,72.0,167.0,22.0,1.0,2021-02-20 20:00:00,22.3221386,104.1214227,Unhealthy
31.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,16.3,83.3,10.0,1004.0,17.0,31.0,19.2,1.0,2021-02-20 20:00:00,20.9416,107.1158,Good
8.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,6.0,16.3,83.3,12.0,1004.0,6.0,8.0,19.2,1.0,2021-02-20 19:00:00,21.0357507,106.7641068,Good
102.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,2.0,13.0,53.0,6.0,1017.0,63.0,102.0,23.0,2.5,2021-02-20 20:00:00,21.1232473,106.2883295,Unhealthy for sensitive groups
120.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,55.0,13.0,53.0,73.0,1017.0,69.0,120.0,23.0,2.5,2021-02-20 19:00:00,21.03982,105.84726,Unhealthy for sensitive groups
110.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,7.0,11.5,46.5,39.0,1016.5,61.0,110.0,23.5,2.3,2021-02-20 19:00:00,20.98832,105.854897,Unhealthy for sensitive groups
126.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,9.0,11.5,46.5,33.0,1016.5,73.0,126.0,23.5,2.3,2021-02-20 19:00:00,21.01994,105.77056,Unhealthy for sensitive groups
100.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,3.0,11.5,46.5,21.0,1016.5,62.0,100.0,23.5,2.3,2021-02-20 19:00:00,21.01525,105.80013,Moderate
127.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,11.0,11.5,46.5,18.0,1016.5,71.0,127.0,23.5,2.3,2021-02-20 19:00:00,21.02022,105.81232,Unhealthy for sensitive groups
113.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,9.0,11.5,46.5,15.0,1016.5,63.0,113.0,23.5,2.3,2021-02-20 19:00:00,21.00577,105.74842,Unhealthy for sensitive groups
117.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,11.0,11.5,46.5,13.0,1016.5,64.0,117.0,23.5,2.3,2021-02-20 19:00:00,21.05121,105.78232,Unhealthy for sensitive groups
115.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,7.0,11.5,46.5,10.0,1016.5,61.0,115.0,23.5,2.3,2021-02-20 19:00:00,21.0072,105.83572,Unhealthy for sensitive groups
194.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm25,5.0,15.9,79.2,10.0,987.9,177.0,194.0,19.6,1.0,2021-02-20 20:00:00,22.6782,106.245,Unhealthy
76.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,18.5,59.0,10.0,1009.5,42.0,76.0,27.0,5.4,2021-02-22 17:00:00,10.782978,106.700711,Moderate
152.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,17.0,64.0,5.1,1012.0,42.0,152.0,24.0,3.6,2021-02-22 17:00:00,21.0215063,105.8188748,Unhealthy
55.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm10,2.0,18.0,67.0,10.0,1013.0,55.0,29.0,24.5,4.8,2021-02-22 17:00:00,16.46226,107.596351,Moderate
127.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,10.0,16.5,59.0,38.0,1012.0,70.0,127.0,25.0,3.0,2021-02-22 16:00:00,21.04975,105.74187,Unhealthy for sensitive groups
85.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,2.0,17.0,64.0,11.0,1012.0,63.0,85.0,24.0,3.6,2021-02-22 17:00:00,21.1137452,105.9268934,Moderate
175.0,"Lào Cai/KCN TALOONG1, Vietnam",pm25,31.0,17.8,55.2,6.0,998.4,65.0,175.0,27.6,2.0,2021-02-22 17:00:00,22.3221386,104.1214227,Unhealthy
17.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,19.2,85.2,10.0,999.4,9.0,17.0,21.8,2.0,2021-02-22 17:00:00,20.9416,107.1158,Good
4.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,5.0,19.2,85.2,7.0,999.4,3.0,4.0,21.8,2.0,2021-02-22 16:00:00,21.0357507,106.7641068,Good
60.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,2.0,17.0,64.0,4.0,1012.0,50.0,60.0,24.0,3.6,2021-02-22 17:00:00,21.1232473,106.2883295,Moderate
75.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,4.0,16.5,59.0,7.0,1012.0,50.0,75.0,25.0,3.0,2021-02-22 17:00:00,21.0272212,106.0342099,Moderate
153.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,48.0,17.0,64.0,53.0,1012.0,78.0,153.0,24.0,3.6,2021-02-22 16:00:00,21.03982,105.84726,Unhealthy
99.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,17.0,64.0,39.0,1012.0,56.0,99.0,24.0,3.6,2021-02-22 16:00:00,20.98832,105.854897,Moderate
95.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,5.0,17.0,64.0,19.0,1012.0,58.0,95.0,24.0,3.6,2021-02-22 16:00:00,21.01994,105.77056,Moderate
104.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,3.0,16.5,59.0,20.0,1012.0,1.0,104.0,25.0,3.0,2021-02-22 16:00:00,21.01525,105.80013,Unhealthy for sensitive groups
138.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,6.0,17.0,64.0,9.0,1012.0,73.0,138.0,24.0,3.6,2021-02-22 16:00:00,21.02022,105.81232,Unhealthy for sensitive groups
90.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,4.0,17.0,64.0,5.0,1012.0,53.0,90.0,24.0,3.6,2021-02-22 16:00:00,21.00577,105.74842,Moderate
133.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,7.0,17.0,64.0,24.0,1012.0,69.0,133.0,24.0,3.6,2021-02-22 16:00:00,21.05121,105.78232,Unhealthy for sensitive groups
99.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,6.0,17.0,64.0,10.0,1012.0,59.0,99.0,24.0,3.6,2021-02-22 16:00:00,21.0072,105.83572,Moderate
119.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm25,5.0,17.7,50.5,10.0,981.5,89.0,119.0,29.0,4.0,2021-02-22 17:00:00,22.6782,106.245,Unhealthy for sensitive groups
155.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,16.0,38.0,10.0,1007.0,42.0,155.0,32.0,3.0,2021-02-23 15:00:00,10.782978,106.700711,Unhealthy
124.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.2,16.0,60.0,4.6,1012.0,42.0,124.0,24.0,1.5,2021-02-23 15:00:00,21.0215063,105.8188748,Unhealthy for sensitive groups
24.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm10,2.0,17.5,61.0,10.0,1013.5,24.0,40.0,25.5,3.3,2021-02-23 10:00:00,16.46226,107.596351,Good
113.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,5.0,15.5,58.5,32.0,1012.5,66.0,113.0,24.0,1.5,2021-02-23 14:00:00,21.04975,105.74187,Unhealthy for sensitive groups
59.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,2.0,16.0,60.0,13.0,1012.0,51.0,59.0,24.0,1.5,2021-02-23 15:00:00,21.1137452,105.9268934,Moderate
40.0,"Lào Cai/KCN TALOONG1, Vietnam",pm25,29.0,19.8,69.9,6.0,1002.0,13.0,40.0,25.7,2.0,2021-02-23 15:00:00,22.3221386,104.1214227,Good
16.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,19.8,73.8,10.0,1000.8,12.0,16.0,24.8,1.0,2021-02-23 14:00:00,20.9416,107.1158,Good
5.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,5.0,19.8,73.8,32.0,1000.8,3.0,5.0,24.8,1.0,2021-02-23 14:00:00,21.0357507,106.7641068,Good
61.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,1.0,16.0,60.0,3.0,1012.0,42.0,61.0,24.0,1.5,2021-02-23 15:00:00,21.1232473,106.2883295,Moderate
60.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,4.0,16.0,60.0,1.0,1012.0,39.0,60.0,24.0,1.5,2021-02-23 15:00:00,21.0272212,106.0342099,Moderate
116.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,32.0,16.0,60.0,42.0,1012.0,78.0,116.0,24.0,1.5,2021-02-23 14:00:00,21.03982,105.84726,Unhealthy for sensitive groups
82.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,16.0,60.0,39.0,1012.0,45.0,82.0,24.0,1.5,2021-02-23 14:00:00,20.98832,105.854897,Moderate
83.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,4.0,16.0,60.0,21.0,1012.0,54.0,83.0,24.0,1.5,2021-02-23 14:00:00,21.01994,105.77056,Moderate
118.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,15.0,16.0,60.0,13.0,1012.0,83.0,118.0,24.0,1.5,2021-02-23 14:00:00,21.02022,105.81232,Unhealthy for sensitive groups
82.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,4.0,16.0,60.0,12.0,1012.0,51.0,82.0,24.0,1.5,2021-02-23 14:00:00,21.00577,105.74842,Moderate
117.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,9.0,16.0,60.0,11.0,1012.0,78.0,117.0,24.0,1.5,2021-02-23 14:00:00,21.05121,105.78232,Unhealthy for sensitive groups
87.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,16.0,60.0,10.0,1012.0,57.0,87.0,24.0,1.5,2021-02-23 14:00:00,21.0072,105.83572,Moderate
98.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm25,5.0,16.7,56.9,10.0,985.1,86.0,98.0,25.9,2.0,2021-02-23 15:00:00,22.6782,106.245,Moderate
87.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,20.0,52.0,10.0,1009.0,42.0,87.0,31.0,2.5,2021-02-24 13:00:00,10.782978,106.700711,Moderate
119.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,16.0,60.0,1.0,1010.5,42.0,119.0,24.0,3.8,2021-02-24 13:00:00,21.0215063,105.8188748,Unhealthy for sensitive groups
52.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,4.0,8.0,25.0,12.0,923.1,38.0,52.0,30.2,1.0,2021-02-24 14:00:00,13.998599,107.996482,Moderate
50.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm10,3.0,18.0,57.0,10.0,1011.5,50.0,26.0,27.0,5.6,2021-02-24 14:00:00,16.46226,107.596351,Good
100.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,10.0,16.0,60.0,30.0,1010.5,71.0,100.0,24.0,3.8,2021-02-24 13:00:00,21.04975,105.74187,Moderate
81.0,"Lào Cai/KCN TALOONG1, Vietnam",pm25,30.0,20.2,81.3,6.0,998.1,30.0,81.0,23.6,2.0,2021-02-24 14:00:00,22.3221386,104.1214227,Moderate
16.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,20.4,75.7,10.0,998.4,9.0,16.0,25.0,2.0,2021-02-24 13:00:00,20.9416,107.1158,Good
2.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,4.0,20.4,75.7,3.0,998.4,2.0,2.0,25.0,2.0,2021-02-24 12:00:00,21.0357507,106.7641068,Good
57.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,1.0,16.0,60.0,4.0,1011.0,42.0,57.0,24.0,3.0,2021-02-24 13:00:00,21.1232473,106.2883295,Moderate
50.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,4.0,16.0,60.0,1.0,1009.0,35.0,50.0,24.0,3.6,2021-02-24 14:00:00,21.0272212,106.0342099,Good
92.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,30.0,16.0,60.0,37.0,1010.5,52.0,92.0,24.0,3.8,2021-02-24 13:00:00,21.03982,105.84726,Moderate
82.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,3.0,16.0,60.0,39.0,1010.5,47.0,82.0,24.0,3.8,2021-02-24 13:00:00,20.98832,105.854897,Moderate
75.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,4.0,16.0,60.0,21.0,1010.5,52.0,75.0,24.0,3.8,2021-02-24 13:00:00,21.01994,105.77056,Moderate
95.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,9.0,16.0,60.5,27.0,1011.0,1.0,95.0,24.0,1.8,2021-02-23 18:00:00,21.01525,105.80013,Moderate
102.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,6.0,16.0,60.0,10.0,1009.0,60.0,102.0,24.0,3.6,2021-02-24 13:00:00,21.02022,105.81232,Unhealthy for sensitive groups
86.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,4.0,16.0,60.0,9.0,1010.5,52.0,86.0,24.0,3.8,2021-02-24 13:00:00,21.00577,105.74842,Moderate
113.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,4.0,16.0,60.0,23.0,1009.0,63.0,113.0,24.0,3.6,2021-02-24 13:00:00,21.05121,105.78232,Unhealthy for sensitive groups
94.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,16.0,60.0,10.0,1010.5,55.0,94.0,24.0,3.8,2021-02-24 13:00:00,21.0072,105.83572,Moderate
122.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,17.5,82.4,10.0,982.6,122.0,113.0,20.6,2.0,2021-02-24 14:00:00,22.6782,106.245,Unhealthy for sensitive groups
104.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,22.0,55.0,10.0,1005.0,42.0,104.0,32.0,2.5,2021-02-27 15:00:00,10.782978,106.700711,Unhealthy for sensitive groups
93.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.2,14.0,77.0,1.4,1011.0,42.0,93.0,18.0,5.6,2021-02-27 15:00:00,21.0215063,105.8188748,Moderate
97.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,6.0,16.6,43.7,21.0,921.9,57.0,97.0,30.3,2.0,2021-02-27 15:00:00,13.998599,107.996482,Moderate
59.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm10,2.0,22.0,76.0,10.0,1008.5,59.0,48.0,26.5,2.8,2021-02-27 16:00:00,16.46226,107.596351,Moderate
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
44.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,3.0,14.0,72.0,14.0,1013.0,27.0,44.0,19.0,5.1,2021-02-27 15:00:00,21.1137452,105.9268934,Good
7.0,"Lào Cai/KCN TALOONG1, Vietnam",pm10,43.0,19.4,76.4,10.0,998.0,7.0,31.0,23.8,4.0,2021-02-27 11:00:00,22.3221386,104.1214227,Good
26.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,18.9,95.7,10.0,998.5,14.0,26.0,19.6,1.0,2021-02-27 15:00:00,20.9416,107.1158,Good
3.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,6.0,18.9,95.7,12.0,998.5,2.0,3.0,19.6,1.0,2021-02-27 14:00:00,21.0357507,106.7641068,Good
70.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,3.0,14.0,72.0,4.0,1013.0,52.0,70.0,19.0,5.1,2021-02-27 15:00:00,21.1232473,106.2883295,Moderate
60.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,4.0,14.0,72.0,5.0,1013.0,40.0,60.0,19.0,5.1,2021-02-27 15:00:00,21.0272212,106.0342099,Moderate
79.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,12.0,14.0,72.0,29.0,1013.0,48.0,79.0,19.0,5.1,2021-02-27 14:00:00,21.03982,105.84726,Moderate
88.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,5.0,14.0,72.0,40.0,1013.0,51.0,88.0,19.0,5.1,2021-02-27 14:00:00,20.98832,105.854897,Moderate
65.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,7.0,14.0,72.0,20.0,1013.0,47.0,65.0,19.0,5.1,2021-02-27 14:00:00,21.01994,105.77056,Moderate
54.0,"Hà Nội/Chi cục BVMT, Vietnam",pm10,2.0,19.0,78.0,59.0,1005.5,54.0,1.0,23.0,4.3,2021-02-25 20:00:00,21.01525,105.80013,Moderate
97.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,10.0,14.0,77.0,9.0,1011.0,62.0,97.0,18.0,5.6,2021-02-27 15:00:00,21.02022,105.81232,Moderate
74.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,6.0,14.0,72.0,10.0,1013.0,49.0,74.0,19.0,5.1,2021-02-27 14:00:00,21.00577,105.74842,Moderate
112.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,5.0,14.0,77.0,16.0,1011.0,59.0,112.0,18.0,5.6,2021-02-27 15:00:00,21.05121,105.78232,Unhealthy for sensitive groups
72.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,6.0,14.0,72.0,10.0,1013.0,48.0,72.0,19.0,5.1,2021-02-27 14:00:00,21.0072,105.83572,Moderate
198.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,12.1,67.1,10.0,984.8,198.0,90.0,18.3,1.0,2021-02-27 16:00:00,22.6782,106.245,Unhealthy
61.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,22.0,49.0,10.0,1010.0,42.0,61.0,34.0,2.5,2021-03-02 14:00:00,10.782978,106.700711,Moderate
59.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,10.0,49.0,7.4,1018.0,42.0,59.0,21.0,3.0,2021-03-02 14:00:00,21.0215063,105.8188748,Moderate
15.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,2.0,17.6,44.3,5.0,926.7,14.0,15.0,31.2,4.0,2021-03-02 14:00:00,13.998599,107.996482,Good
24.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",pm25,2.0,23.0,80.5,10.0,1016.0,16.0,24.0,26.5,6.4,2021-03-02 14:00:00,16.46226,107.596351,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
15.0,"Lào Cai/KCN TALOONG1, Vietnam",pm25,33.0,13.8,60.1,2.0,1006.2,4.0,15.0,21.9,4.0,2021-03-02 14:00:00,22.3221386,104.1214227,Good
19.0,"Ha Long, Vietnam (Tp Hạ Long)",pm25,5.0,16.9,87.1,10.0,1004.9,11.0,19.0,19.1,1.0,2021-03-02 13:00:00,20.9416,107.1158,Good
6.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm25,6.0,16.9,87.1,12.0,1004.9,6.0,6.0,19.1,1.0,2021-03-02 13:00:00,21.0357507,106.7641068,Good
26.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,3.0,10.0,49.0,3.0,1020.0,20.0,26.0,21.0,3.6,2021-03-02 11:00:00,21.1232473,106.2883295,Good
28.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,4.0,10.0,50.5,4.0,1018.5,23.0,28.0,20.5,3.6,2021-03-02 14:00:00,21.0272212,106.0342099,Good
63.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,20.0,10.0,50.5,19.0,1018.5,50.0,63.0,20.5,3.6,2021-03-02 13:00:00,21.03982,105.84726,Moderate
40.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,10.0,50.5,11.0,1018.5,28.0,40.0,20.5,3.6,2021-03-02 13:00:00,20.98832,105.854897,Good
39.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,6.0,10.0,50.5,20.0,1018.5,36.0,39.0,20.5,3.6,2021-03-02 13:00:00,21.01994,105.77056,Good
54.0,"Hà Nội/Chi cục BVMT, Vietnam",pm10,2.0,19.0,78.0,59.0,1005.5,54.0,1.0,23.0,4.3,2021-02-25 20:00:00,21.01525,105.80013,Moderate
62.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,10.0,10.0,50.5,16.0,1018.5,56.0,62.0,20.5,3.6,2021-03-02 13:00:00,21.02022,105.81232,Moderate
42.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,7.0,10.0,50.5,12.0,1018.5,35.0,42.0,20.5,3.6,2021-03-02 13:00:00,21.00577,105.74842,Good
