AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time S,Latitude,Longitude,Status
14.0,"Bắc Ninh/Phong Cốc, Vietnam",pm10,1.0,25.0,88.0,3.0,1002.0,14.0,8.0,27.0,7.2,2021-06-13 07:00:00,21.1232473,106.2883295,Good
12.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm10,6.0,25.0,88.0,3.0,1003.0,12.0,9.0,27.0,4.6,2021-06-13 08:00:00,21.0272212,106.0342099,Good
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
55.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,25.1,98.2,10.0,977.8,55.0,53.0,25.4,1.0,2021-06-13 08:00:00,22.6782,106.245,Moderate
38.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,23.5,57.0,10.0,1007.0,42.0,38.0,33.0,5.4,2021-06-14 13:00:00,10.782978,106.700711,Good
53.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,22.0,52.0,7.4,1001.0,42.0,53.0,33.0,4.1,2021-06-14 13:00:00,21.0215063,105.8188748,Moderate
14.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,2.0,21.2,75.3,3.0,922.8,14.0,14.0,25.9,4.0,2021-06-14 14:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
22.0,"Bắc Ninh/Châu Khê, Vietnam",pm10,1.0,21.5,50.5,6.0,1001.0,22.0,18.0,33.0,4.3,2021-06-14 13:00:00,21.1137452,105.9268934,Good
20.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,12.0,27.6,79.4,2.0,990.8,20.0,18.0,31.6,2.0,2021-06-14 12:00:00,21.0357507,106.7641068,Good
48.0,"Bắc Ninh/Phong Cốc, Vietnam",pm10,1.0,22.0,52.0,4.0,1001.0,48.0,22.0,33.0,4.1,2021-06-14 13:00:00,21.1232473,106.2883295,Good
13.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,6.0,22.0,49.0,1.0,1000.0,13.0,13.0,34.0,4.1,2021-06-14 14:00:00,21.0272212,106.0342099,Good
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
53.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,24.5,68.0,10.0,975.0,53.0,41.0,31.1,1.0,2021-06-14 14:00:00,22.6782,106.245,Moderate
42.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,27.0,84.0,10.0,1009.0,42.0,42.0,30.0,6.6,2021-06-21 09:00:00,10.782978,106.700711,Good
59.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,23.0,51.0,6.4,1000.0,42.0,59.0,34.5,1.5,2021-06-21 09:00:00,21.0215063,105.8188748,Moderate
24.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,3.0,21.8,96.4,6.0,921.8,24.0,24.0,22.4,1.0,2021-06-21 10:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
52.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,2.0,27.0,70.0,7.0,1000.0,46.0,52.0,33.0,1.8,2021-06-21 09:00:00,21.1137452,105.9268934,Moderate
52.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,26.0,27.2,80.3,12.0,986.5,52.0,38.0,31.0,2.0,2021-06-21 06:00:00,21.0357507,106.7641068,Moderate
79.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,2.0,27.0,70.0,14.0,1000.0,73.0,79.0,33.0,1.8,2021-06-21 09:00:00,21.1232473,106.2883295,Moderate
94.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,7.0,22.0,46.0,6.0,1000.0,65.0,94.0,35.0,1.5,2021-06-21 10:00:00,21.0272212,106.0342099,Moderate
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
135.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm25,5.0,25.3,91.0,1.0,974.0,122.0,135.0,26.9,1.0,2021-06-21 10:00:00,22.6782,106.245,Unhealthy for sensitive groups
42.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,27.0,94.0,10.0,1008.5,42.0,42.0,28.0,2.8,2021-06-22 07:00:00,10.782978,106.700711,Good
132.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,26.0,76.5,6.4,1003.5,42.0,132.0,30.5,2.3,2021-06-22 08:00:00,21.0215063,105.8188748,Unhealthy for sensitive groups
24.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,4.0,21.6,96.4,9.0,922.5,22.0,24.0,22.2,2.0,2021-06-22 08:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
65.0,"Bắc Ninh/Châu Khê, Vietnam",pm25,3.0,26.0,76.5,7.0,1003.5,55.0,65.0,30.5,2.3,2021-06-22 08:00:00,21.1137452,105.9268934,Moderate
56.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,40.0,29.0,91.7,20.0,990.4,56.0,44.0,30.5,1.0,2021-06-22 06:00:00,21.0357507,106.7641068,Moderate
119.0,"Bắc Ninh/Phong Cốc, Vietnam",pm25,3.0,26.0,76.5,8.0,1003.5,72.0,119.0,30.5,2.3,2021-06-22 08:00:00,21.1232473,106.2883295,Unhealthy for sensitive groups
92.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,9.0,26.0,76.5,9.0,1003.5,59.0,92.0,30.5,2.3,2021-06-22 08:00:00,21.0272212,106.0342099,Moderate
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
66.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,24.0,94.8,1.0,978.6,66.0,48.0,24.9,1.0,2021-06-22 08:00:00,22.6782,106.245,Moderate
46.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,26.0,83.0,10.0,1011.0,42.0,46.0,29.0,4.1,2021-06-23 08:00:00,10.782978,106.700711,Good
68.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.2,25.0,88.0,6.4,1005.5,42.0,68.0,27.0,1.8,2021-06-23 08:00:00,21.0215063,105.8188748,Moderate
15.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm10,3.0,20.9,93.5,7.0,924.2,15.0,12.0,22.0,1.0,2021-06-23 08:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
49.0,"Bắc Ninh/Châu Khê, Vietnam",pm10,3.0,25.0,88.0,7.0,1005.5,49.0,38.0,27.0,1.8,2021-06-23 08:00:00,21.1137452,105.9268934,Good
25.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,11.0,23.6,96.5,13.0,992.0,25.0,18.0,24.2,2.0,2021-06-23 07:00:00,21.0357507,106.7641068,Good
55.0,"Bắc Ninh/Phong Cốc, Vietnam",pm10,3.0,25.0,88.0,14.0,1005.5,55.0,42.0,27.0,1.8,2021-06-23 08:00:00,21.1232473,106.2883295,Moderate
22.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,7.0,25.0,88.0,4.0,1005.5,18.0,22.0,27.0,1.8,2021-06-23 08:00:00,21.0272212,106.0342099,Good
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
53.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,25.1,96.5,1.0,978.4,53.0,45.0,25.7,2.0,2021-06-23 08:00:00,22.6782,106.245,Moderate
55.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,26.0,79.0,10.0,1010.0,42.0,55.0,30.0,1.0,2021-06-24 09:00:00,10.782978,106.700711,Moderate
82.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.2,28.0,79.0,6.4,1003.0,42.0,82.0,32.0,1.5,2021-06-24 09:00:00,21.0215063,105.8188748,Moderate
16.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm10,3.0,20.7,95.2,6.0,923.5,16.0,15.0,21.5,3.0,2021-06-24 09:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
44.0,"Bắc Ninh/Châu Khê, Vietnam",pm10,2.0,28.0,79.0,8.0,1003.0,44.0,41.0,32.0,1.5,2021-06-24 09:00:00,21.1137452,105.9268934,Good
52.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,21.0,28.5,94.9,21.0,990.3,52.0,42.0,29.4,3.0,2021-06-24 08:00:00,21.0357507,106.7641068,Moderate
74.0,"Bắc Ninh/Phong Cốc, Vietnam",pm10,2.0,28.0,79.0,22.0,1003.0,74.0,63.0,32.0,1.5,2021-06-24 09:00:00,21.1232473,106.2883295,Moderate
53.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,6.0,28.0,81.5,6.0,1003.0,47.0,53.0,31.5,2.3,2021-06-24 09:00:00,21.0272212,106.0342099,Moderate
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
25.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm25,5.0,23.6,98.2,1.0,977.6,21.0,25.0,23.9,4.0,2021-06-24 09:00:00,22.6782,106.245,Good
50.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,25.0,66.0,10.0,1008.0,42.0,50.0,32.0,3.6,2021-06-26 16:00:00,10.782978,106.700711,Good
42.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,23.5,52.5,5.1,1001.5,42.0,42.0,34.5,2.8,2021-06-26 16:00:00,21.0215063,105.8188748,Good
20.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,2.0,20.1,60.4,6.0,923.8,18.0,20.0,28.5,4.0,2021-06-26 16:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
31.0,"Bắc Ninh/Châu Khê, Vietnam",pm10,4.0,23.5,52.5,15.0,1001.5,31.0,25.0,34.5,2.8,2021-06-26 16:00:00,21.1137452,105.9268934,Good
25.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,54.0,27.9,76.4,5.0,991.4,25.0,19.0,32.6,1.0,2021-06-26 14:00:00,21.0357507,106.7641068,Good
28.0,"Bắc Ninh/Phong Cốc, Vietnam",pm10,1.0,23.5,52.5,3.0,1001.5,28.0,26.0,34.5,2.8,2021-06-26 16:00:00,21.1232473,106.2883295,Good
28.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm25,6.0,23.5,52.5,3.0,1001.5,25.0,28.0,34.5,2.8,2021-06-26 16:00:00,21.0272212,106.0342099,Good
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
22.0,"Da Nang, Vietnam (TP Đà Nẵng)",pm25,1.0,26.0,66.0,11.0,1006.0,19.0,22.0,33.0,3.0,2021-06-26 16:00:00,16.074,108.217,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
124.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,25.4,65.9,1.0,976.2,124.0,63.0,32.6,4.0,2021-06-26 16:00:00,22.6782,106.245,Unhealthy for sensitive groups
55.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,23.0,49.0,10.0,1008.0,42.0,55.0,35.0,4.3,2021-06-28 13:00:00,10.782978,106.700711,Moderate
38.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",pm25,0.1,22.0,42.0,5.1,999.0,42.0,38.0,37.0,2.5,2021-06-28 13:00:00,21.0215063,105.8188748,Good
22.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",pm25,2.0,21.7,83.9,3.0,924.2,22.0,22.0,24.6,4.0,2021-06-28 13:00:00,13.998599,107.996482,Good
1.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",pm25,12.0,19.0,73.0,50.0,1008.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,21.04975,105.74187,Good
22.0,"Bắc Ninh/Châu Khê, Vietnam",pm10,1.0,22.0,42.0,6.0,999.0,22.0,16.0,37.0,2.5,2021-06-28 13:00:00,21.1137452,105.9268934,Good
33.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",pm10,11.0,27.6,71.7,5.0,988.4,33.0,19.0,33.4,2.0,2021-06-28 11:00:00,21.0357507,106.7641068,Good
36.0,"Bắc Ninh/Phong Cốc, Vietnam",pm10,1.0,22.0,42.0,4.0,999.0,36.0,29.0,37.0,2.5,2021-06-28 13:00:00,21.1232473,106.2883295,Good
30.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",pm10,6.0,22.0,42.5,2.0,1000.0,30.0,25.0,36.5,2.8,2021-06-28 13:00:00,21.0272212,106.0342099,Good
91.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",pm25,29.0,22.0,74.0,37.0,1011.0,65.0,91.0,27.0,2.8,2021-04-27 15:00:00,21.03982,105.84726,Moderate
36.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",pm25,4.0,22.0,78.0,6.0,1010.0,23.0,36.0,26.0,3.0,2021-04-27 16:00:00,20.98832,105.854897,Good
60.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",pm25,13.0,22.0,78.0,28.0,1010.0,45.0,60.0,26.0,3.0,2021-04-27 16:00:00,21.01994,105.77056,Moderate
1.0,"Hà Nội/Chi cục BVMT, Vietnam",pm25,6.0,23.0,74.0,27.0,1015.0,1.0,1.0,28.0,4.6,2021-04-12 05:00:00,21.01525,105.80013,Good
15.0,"Da Nang, Vietnam (TP Đà Nẵng)",pm10,1.0,20.0,33.0,11.0,1004.0,15.0,14.0,39.0,2.5,2021-06-28 13:00:00,16.074,108.217,Good
41.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",pm25,17.0,22.0,78.0,18.0,1010.0,37.0,41.0,26.0,3.0,2021-04-27 16:00:00,21.02022,105.81232,Good
32.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",pm25,3.0,22.0,78.0,7.0,1010.0,27.0,32.0,26.0,3.0,2021-04-27 16:00:00,21.00577,105.74842,Good
74.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",pm25,12.0,22.0,78.0,19.0,1010.0,63.0,74.0,26.0,3.0,2021-04-27 16:00:00,21.05121,105.78232,Moderate
18.0,"Hà Nội/Mầm non Kim Liên, Vietnam",pm25,5.0,22.5,83.0,10.0,1012.0,12.0,18.0,25.5,1.2,2021-05-05 14:00:00,21.0072,105.83572,Good
89.0,"Cao Bằng/Trạm khí TTQT, Vietnam",pm10,5.0,26.3,67.6,1.0,973.6,89.0,75.0,33.1,4.0,2021-06-28 13:00:00,22.6782,106.245,Moderate
55.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",pm25,5.0,27.0,84.0,10.0,1010.0,42.0,55.0,30.0,2.5,2021-06-29 08:00:00,10.782978,106.700711,Moderate
